container.title,created,doi,title,type,first.author,authors
PLOS ONE,2015-05-13,10.1371/journal.pone.0126396,"Structure and Dynamics of Minke Whale Surfacing Patterns in the Gulf of St. Lawrence, Canada",journal-article,Christiansen,"Fredrik Christiansen, Ned M. Lynas, David Lusseau, Ursula Tscherter"
PLOS ONE,2017-12-06,10.1371/journal.pone.0187889,Hooded seal Cystophora cristata foraging areas in the Northeast Atlantic Ocean—Investigated using three complementary methods,journal-article,Vacquie-Garcia,"Jade Vacquie-Garcia, Christian Lydersen, Martin Biuw, Tore Haug, Mike A. Fedak, Kit M. Kovacs"
PLOS ONE,2017-11-28,10.1371/journal.pone.0188660,An analytical approach to sparse telemetry data,journal-article,Kinney,"Michael J. Kinney, David Kacev, Suzanne Kohin, Tomoharu Eguchi"
PLOS ONE,2019-02-05,10.1371/journal.pone.0211138,Leave or stay? Video-logger revealed foraging efficiency of humpback whales under temporal change in prey density,journal-article,Akiyama,"Yu Akiyama, Tomonari Akamatsu, Marianne H. Rasmussen, Maria R. Iversen, Takashi Iwata, Yusuke Goto, Kagari Aoki, Katsufumi Sato"
PLOS ONE,2019-05-09,10.1371/journal.pone.0216223,Right on track? Performance of satellite telemetry in terrestrial wildlife research,journal-article,Hofman,"M. P. G. Hofman, M. W. Hayward, M. Heim, P. Marchand, C. M. Rolandsen, J. Mattisson, F. Urbano, M. Heurich, A. Mysterud, J. Melzheimer, N. Morellet, U. Voigt, B. L. Allen, B. Gehr, C. Rouco, W. Ullmann, Ø. Holand, N. H. Jørgensen, G. Steinheim, F. Cagnacci, M. Kroeschel, P. Kaczensky, B. Buuveibaatar, J. C. Payne, I. Palmegiani, K. Jerina, P. Kjellander, Ö. Johansson, S. LaPoint, R. Bayrakcismith, J. D. C. Linnell, M. Zaccaroni, M. L. S. Jorge, J. E. F. Oshima, A. Songhurst, C. Fischer, R. T. Mc Bride, J. J. Thompson, S. Streif, R. Sandfort, C. Bonenfant, M. Drouilly, M. Klapproth, D. Zinner, R. Yarnell, A. Stronza, L. Wilmott, E. Meisingset, M. Thaker, A. T. Vanak, S. Nicoloso, R. Graeber, S. Said, M. R. Boudreau, A. Devlin, R. Hoogesteijn, J. A. May-Junior, J. C. Nifong, J. Odden, H. B. Quigley, F. Tortato, D. M. Parker, A. Caso, J. Perrine, C. Tellaeche, F. Zieba, T. Zwijacz-Kozica, C. L. Appel, I. Axsom, W. T. Bean, B. Cristescu, S. Périquet, K. J. Teichman, S. Karpanty, A. Licoppe, V. Menges, K. Black, T. L. Scheppers, S. C. Schai-Braun, F. C. Azevedo, F. G. Lemos, A. Payne, L. H. Swanepoel, B. V. Weckworth, A. Berger, A. Bertassoni, G. McCulloch, P. Šustr, V. Athreya, D. Bockmuhl, J. Casaer, A. Ekori, D. Melovski, C. Richard-Hansen, D. van de Vyver, R. Reyna-Hurtado, E. Robardet, N. Selva, A. Sergiel, M. S. Farhadinia, P. Sunde, R. Portas, H. Ambarli, R. Berzins, P. M. Kappeler, G. K. Mann, L. Pyritz, C. Bissett, T. Grant, R. Steinmetz, L. Swedell, R. J. Welch, D. Armenteras, O. R. Bidder, T. M. González, A. Rosenblatt, S. Kachel, N. Balkenhol"
PLOS ONE,2019-07-10,10.1371/journal.pone.0219357,The trade-off between fix rate and tracking duration on estimates of home range size and habitat selection for small vertebrates,journal-article,Mitchell,"Lucy J. Mitchell, Piran C. L. White, Kathryn E. Arnold"
The Auk,2016-12-07,10.1642/auk-16-184.1,Resource partitioning between species and sexes in Great Frigatebirds and Lesser Frigatebirds,journal-article,Mott,"Rowan Mott, Ashley Herrod, Rohan H. Clarke"
Ecological Applications,2015-05-11,10.1890/15-0142.1,Statistical integration of tracking and vessel survey data to incorporate life history differences in habitat models,journal-article,Yamamoto,"Takashi Yamamoto, Yutaka Watanuki, Elliott L. Hazen, Bungo Nishizawa, Hiroko Sasaki, Akinori Takahashi"
Ecosphere,2011-01-25,10.1890/es10-00021.1,Electronic tracking tag programming is critical to data collection for behavioral time-series analysis,journal-article,Breed,"Greg A. Breed, Daniel P. Costa, Michael E. Goebel, Patrick W. Robinson"
NA,2022-09-09,10.21203/rs.3.rs-1923423/v1,Energy landscapes of Kodiak brown bears: A comparison of accelerometer and global positioning system derived estimates,posted-content,Finnegan,"S. P. Finnegan, A. M. Pagano, N. J. Svoboda, S. L. Schooler, J. L. Belant"
NA,2022-10-04,10.21203/rs.3.rs-1923423/v2,Energy landscapes of Kodiak brown bears: A comparison of accelerometer and global positioning system derived estimates,posted-content,Finnegan,"S. P. Finnegan, A. M. Pagano, N. J. Svoboda, S. L. Schooler, J. L. Belant"
Aquatic Biology,2012-07-26,10.3354/ab00463,Marine habitats of juvenile southern elephant seals from Marion Island,journal-article,Tosh,"CA Tosh, J Steyn, H Bornemann, J van den Hoff, BS Stewart, J Plötz, MN Bester"
Endangered Species Research,2012-01-23,10.3354/esr00419,Research priorities for seabirds: improving conservation and management in the 21st century,journal-article,Lewison,"R Lewison, D Oro, B Godley, L Underhill, S Bearhop, RP Wilson, D Ainley, JM Arcos, PD Boersma, PG Borboroglu, T Boulinier, M Frederiksen, M Genovart, J González-Solís, JA Green, D Grémillet, KC Hamer, GM Hilton, KD Hyrenbach, A Martínez-Abraín, WA Montevecchi, RA Phillips, PG Ryan, P Sagar, WJ Sydeman, S Wanless, Y Watanuki, H Weimerskirch, P Yorio"
Endangered Species Research,2017-02-20,10.3354/esr00818,Environmental predictors of foraging and transit behaviour in flatback turtles Natator depressus,journal-article,Thums,"M Thums, D Waayers, Z Huang, C Pattiaratchi, J Bernus, M Meekan"
Endangered Species Research,2021-11-10,10.3354/esr01169,Emergent research and priorities for shark and ray conservation,journal-article,Jorgensen,"SJ Jorgensen, F Micheli, TD White, KS Van Houtan, J Alfaro-Shigueto, S Andrzejaczek, NS Arnoldi, JK Baum, B Block, GL Britten, C Butner, S Caballero, D Cardeñosa, TK Chapple, S Clarke, E Cortés, NK Dulvy, S Fowler, AJ Gallagher, E Gilman, BJ Godley, RT Graham, N Hammerschlag, AV Harry, MR Heithaus, M Hutchinson, C Huveneers, CG Lowe, LO Lucifora, T MacKeracher, JC Mangel, AP Barbosa Martins, DJ McCauley, L McClenachan, C Mull, LJ Natanson, D Pauly, DA Pazmiño, JCA Pistevos, N Queiroz, G Roff, BD Shea, CA Simpfendorfer, DW Sims, C Ward-Paige, B Worm, F Ferretti"
Marine Ecology Progress Series,2016-10-24,10.3354/meps11947,Assessing the utility of two- and three-dimensional behavioural metrics in habitat usage models,journal-article,Pascoe,"P Pascoe, MA Lea, RH Mattlin, CR McMahon, R Harcourt, D Thompson, L Torres, K Vinette-Herrin, MA Hindell"
Marine Ecology Progress Series,2017-08-30,10.3354/meps12312,Marine predators and phytoplankton: how elephant seals use the recurrent Kerguelen plume,journal-article,O’Toole,"M O’Toole, C Guinet, MA Lea, MA Hindell"
Marine Ecology Progress Series,2018-02-01,10.3354/meps12500,Variable utilization of shelf break-associated habitats by chick-brooding rhinoceros auklets in the California Current System,journal-article,Wilkinson,"BP Wilkinson, J Jahncke, P Warzybok, RW Bradley, SA Shaffer"
Marine Ecology Progress Series,2018-11-12,10.3354/meps12811,"Factors influencing the habitat use of sympatric albatrosses from Macquarie Island, Australia",journal-article,Cleeland,"JB Cleeland, R Alderman, A Bindoff, MA Lea, CR McMahon, RA Phillips, B Raymond, MD Sumner, A Terauds, SJ Wotherspoon, MA Hindell"
Marine Ecology Progress Series,2019-05-20,10.3354/meps12986,"Sex differences in migration and demography of a wide-ranging seabird, the northern gannet",journal-article,Deakin,"Z Deakin, KC Hamer, RB Sherley, S Bearhop, TW Bodey, BL Clark, WJ Grecian, M Gummery, J Lane, G Morgan, L Morgan, RA Phillips, ED Wakefield, SC Votier"
Marine Ecology Progress Series,2019-07-10,10.3354/meps13043,"Foraging energetics and prey density requirements of western North Atlantic blue whales in the Estuary and Gulf of St. Lawrence, Canada",journal-article,Guilpin,"M Guilpin, V Lesage, I McQuinn, JA Goldbogen, J Potvin, T Jeanniard-du-Dot, T Doniol-Valcroze, R Michaud, M Moisan, G Winkler"
Marine Ecology Progress Series,2020-08-14,10.3354/meps13463,Inter-colony foraging dynamics and breeding success relate to prey availability in a pursuit-diving seabird,journal-article,Gulka,"J Gulka, E Jenkins, LD Maynard, WA Montevecchi, PM Regular, GK Davoren"
Marine Ecology Progress Series,2021-03-03,10.3354/meps13685,Killer whale movements on the Norwegian shelf are associated with herring density,journal-article,Vogel,"EF Vogel, M Biuw, MA Blanchet, ID Jonsen, E Mul, E Johnsen, SS Hjøllo, MT Olsen, R Dietz, A Rikardsen"
Marine Ecology Progress Series,2022-05-09,10.3354/meps14076,Relative effects of static and dynamic abiotic conditions on foraging behaviour in breeding Sandwich terns,journal-article,Fijn,"RC Fijn, CB Thaxter, G Aarts, J Adema, RP Middelveld, RSA van Bemmelen"
Marine Ecology Progress Series,2022-07-21,10.3354/meps14132,Short-finned pilot whales exhibit behavioral plasticity in foraging strategies mediated by their environment,journal-article,Shearer,"JM Shearer, FH Jensen, NJ Quick, A Friedlaender, B Southall, DP Nowacek, M Bowers, HJ Foley, ZT Swaim, DM Waples, AJ Read"
Marine Ecology Progress Series,2022-09-07,10.3354/meps14169,Two-way habitat use between reefs and open ocean in adult greater amberjack: evidence from biologging data,journal-article,Tone,"K Tone, WC Chiang, HM Yeh, ST Hsiao, CH Li, K Komeyama, K Kudo, T Hasegawa, T Sakamoto, I Nakamura, Y Sakakura, R Kawabe"
Frontiers in Ecology and Evolution,2018-06-12,10.3389/fevo.2018.00079,Home Range Size and Resource Use of Breeding and Non-breeding White Storks Along a Land Use Gradient,journal-article,Zurell,"Damaris Zurell, Henrik von Wehrden, Shay Rotics, Michael Kaatz, Helge Groß, Lena Schlag, Merlin Schäfer, Nir Sapir, Sondra Turjeman, Martin Wikelski, Ran Nathan, Florian Jeltsch"
Frontiers in Marine Science,2018-11-20,10.3389/fmars.2018.00432,Satellite Tracking Sea Turtles: Opportunities and Challenges to Address Key Questions,journal-article,Hays,"Graeme C. Hays, Lucy A. Hawkes"
Frontiers in Marine Science,2019-12-10,10.3389/fmars.2019.00761,A Case Study of a Near Vessel Strike of a Blue Whale: Perceptual Cues and Fine-Scale Aspects of Behavioral Avoidance,journal-article,Szesciorka,"Angela R. Szesciorka, Ann N. Allen, John Calambokidis, James Fahlbusch, Megan F. McKenna, Brandon Southall"
Frontiers in Marine Science,2021-04-29,10.3389/fmars.2021.631262,A Novel Framework to Predict Relative Habitat Selection in Aquatic Systems: Applying Machine Learning and Resource Selection Functions to Acoustic Telemetry Data From Multiple Shark Species,journal-article,Griffin,"Lucas P. Griffin, Grace A. Casselberry, Kristen M. Hart, Adrian Jordaan, Sarah L. Becker, Ashleigh J. Novak, Bryan M. DeAngelis, Clayton G. Pollock, Ian Lundgren, Zandy Hillis-Starr, Andy J. Danylchuk, Gregory B. Skomal"
Frontiers in Marine Science,2021-11-05,10.3389/fmars.2021.765418,A Systematic Review of Acoustic Telemetry as a Tool to Gain Insights Into Marine Turtle Ecology and Aid Their Conservation,journal-article,Hardin,"Emily E. Hardin, Mariana M. P. B. Fuentes"
Frontiers in Marine Science,2022-07-13,10.3389/fmars.2022.816794,Predicting Seabird Foraging Habitat for Conservation Planning in Atlantic Canada: Integrating Telemetry and Survey Data Across Thousands of Colonies,journal-article,Ronconi,"Robert A. Ronconi, David J. Lieske, Laura A. McFarlane Tranquilla, Sue Abbott, Karel A. Allard, Brad Allen, Amie L. Black, François Bolduc, Gail K. Davoren, Antony W. Diamond, David A. Fifield, Stefan Garthe, Carina Gjerdrum, April Hedd, Mark L. Mallory, Robert A. Mauck, Julie McKnight, William A. Montevecchi, Ingrid L. Pollet, Isabeau Pratte, Jean-François Rail, Paul M. Regular, Gregory J. Robertson, Jennifer C. Rock, Lucas Savoy, Katherine R. Shlepr, Dave Shutler, Stephanie C. Symons, Philip D. Taylor, Sabina I. Wilhelm"
Frontiers in Neuroscience,2020-06-05,10.3389/fnins.2020.00524,The Mammalian Diving Response: Inroads to Its Neural Control,journal-article,Panneton,"W. Michael Panneton, Qi Gan"
Frontiers in Physiology,2018-10-25,10.3389/fphys.2018.01462,Breathing Patterns Indicate Cost of Exercise During Diving and Response to Experimental Sound Exposures in Long-Finned Pilot Whales,journal-article,Isojunno,"Saana Isojunno, Kagari Aoki, Charlotte Curé, Petter Helgevold Kvadsheim, Patrick James O’Malley Miller"
eLife,2017-09-19,10.7554/elife.26686,Cyclic bouts of extreme bradycardia counteract the high metabolism of frugivorous bats,journal-article,O'Mara,"M Teague O'Mara, Martin Wikelski, Christian C Voigt, Andries Ter Maat, Henry S Pollock, Gary Burness, Lanna M Desantis, Dina KN Dechmann"
eLS,2021-07-29,10.1002/9780470015902.a0029373,Vertebrate Respiration and Circulation in Extreme Conditions,other,Lillywhite,Harvey B Lillywhite
Life in the World's Oceans,2011-01-24,10.1002/9781444325508.ch15,A View of the Ocean from Pacific Predators,book-chapter,Block,"Barbara A. Block, Daniel P. Costa, Steven J. Bograd"
Ecology and Evolution,2018-06-11,10.1002/ece3.4189,Where eagles soar: Fine-resolution tracking reveals the spatiotemporal use of differential soaring modes in a large raptor,journal-article,Murgatroyd,"Megan Murgatroyd, Theoni Photopoulou, Les G. Underhill, Willem Bouten, Arjun Amar"
Ecology and Evolution,2018-12-19,10.1002/ece3.4717,Body condition influences ontogeny of foraging behavior in juvenile southern elephant seals,journal-article,Orgeret,"Florian Orgeret, Sam L. Cox, Henri Weimerskirch, Christophe Guinet"
Ecology and Evolution,2022-07-24,10.1002/ece3.9128,The role of context in elucidating drivers of animal movement,journal-article,Lubitz,"Nicolas Lubitz, Michael Bradley, Marcus Sheaves, Neil Hammerschlag, Ryan Daly, Adam Barnett"
Ecological Monographs,2022-07-08,10.1002/ecm.1545,"Defining, estimating, and understanding the fundamental niches of complex animals in heterogeneous environments",journal-article,Matthiopoulos,Jason Matthiopoulos
Ecosphere,2016-10-21,10.1002/ecs2.1498,Temporal segmentation of animal trajectories informed by habitat use,journal-article,Toor,"Mariëlle L. Toor, Scott H. Newman, John Y. Takekawa, Martin Wegmann, Kamran Safi"
Ecosphere,2017-12-27,10.1002/ecs2.2044,"Individual, ecological, and anthropogenic influences on activity budgets of long‐finned pilot whales",journal-article,Isojunno,"S. Isojunno, D. Sadykova, S. DeRuiter, C. Curé, F. Visser, L. Thomas, P. J. O. Miller, C. M. Harris"
Ecology,2017-06-06,10.1002/ecy.1916,Toward a community ecology of landscapes: predicting multiple predator-prey interactions across geographic space,journal-article,Schmitz,"Oswald J. Schmitz, Jennifer R. B. Miller, Anne M. Trainor, Briana Abrahms"
Ecology,2019-12-18,10.1002/ecy.2959,"The seasonal energetic landscape of an apex marine carnivore, the polar bear",journal-article,Pagano,"Anthony M. Pagano, Todd C. Atwood, George M. Durner, Terrie M. Williams"
The Journal of Wildlife Management,2015-02-25,10.1002/jwmg.845,Home range and habitat analysis using dynamic time geography,journal-article,Long,"Jed Long, Trisalyn Nelson"
Limnology and Oceanography Letters,2019-10-01,10.1002/lol2.10121,Sub‐mesoscale fronts modify elephant seals foraging behavior,journal-article,Rivière,"Pascal Rivière, Thomas Jaud, Lia Siegelman, Patrice Klein, Cédric Cotté, Julien Le Sommer, Guillaume Dencausse, Christophe Guinet"
Marine Mammals,2019-11-14,10.1007/978-3-319-98280-9_5,Locomotion,book-chapter,Davis,Randall W. Davis
Marine Mammals,2019-11-14,10.1007/978-3-319-98280-9_8,Feeding and Digestion,book-chapter,Davis,Randall W. Davis
Marine Biology,2010-04-02,10.1007/s00227-010-1428-2,Behavioural switching in a central place forager: patterns of diving behaviour in the macaroni penguin (Eudyptes chrysolophus),journal-article,Hart,"Tom Hart, Richard Mann, Tim Coulson, Nathalie Pettorelli, Phil Trathan"
Marine Biology,2018-04-13,10.1007/s00227-018-3347-6,GPS tracking during parental care does not affect early offspring development in lesser black-backed gulls,journal-article,Kavelaars,"Marwa M. Kavelaars, Eric Stienen, Hans Matheve, Roland-Jan Buijs, Luc Lens, Wendt Müller"
Marine Biology,2022-11-07,10.1007/s00227-022-04137-5,"Influence of sea-ice-related features and anthropogenic subsidies on the foraging behaviour of a high-Arctic seabird, the ivory gull (Pagophila eburnea)",journal-article,Dumas,"Keyvan Dumas, Olivier Gilg, Nicolas Courbin, Alejandro Corregidor-Castro, Guillaume Evanno, Hallvard Strøm, Anders Mosbech, Morten Frederiksen, Glenn Yannic"
Polar Biology,2019-02-21,10.1007/s00300-019-02465-9,Habitat preferences of Adélie Pygoscelis adeliae and Chinstrap Penguins Pygoscelis antarctica during pre-moult in the Weddell Sea (Southern Ocean),journal-article,Warwick-Evans,"Victoria Warwick-Evans, Rod Downie, Mercedes Santos, Philip N. Trathan"
Journal of Comparative Physiology A,2017-03-23,10.1007/s00359-017-1166-8,How do energy stores and changes in these affect departure decisions by migratory birds? A critical view on stopover ecology studies and some future perspectives,journal-article,Schmaljohann,"Heiko Schmaljohann, Cas Eikenaar"
