PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
35177194,Predictors of Left Main Coronary Artery Disease in the ISCHEMIA Trial,"Senior R, Reynolds HR, Min JK, Berman DS, Picard MH, Chaitman BR, Shaw LJ, Page CB, Govindan SC, Lopez-Sendon J, Peteiro J, Wander GS, Drozdz J, Marin-Neto J, Selvanayagam JB, Newman JD, Thuaire C, Christopher J, Jang JJ, Kwong RY, Bangalore S, Stone GW, O'Brien SM, Boden WE, Maron DJ, Hochman JS; ISCHEMIA Research Group.",J Am Coll Cardiol. 2022 Feb 22;79(7):651-661. doi: 10.1016/j.jacc.2021.11.052.,Senior R,J Am Coll Cardiol,2022,2/18/22,PMC8875308,NIHMS1767313,10.1016/j.jacc.2021.11.052
10308309,Telephone biotelemetry,Suthasinekul S.,J Clin Eng. 1978 Apr-Jun;3(2):137-44. doi: 10.1097/00004669-197804000-00006.,Suthasinekul S,J Clin Eng,1978,3/13/78,,,10.1097/00004669-197804000-00006
23034356,Behavioural mapping of a pelagic seabird: combining multiple sensors and a hidden Markov model reveals the distribution of at-sea behaviour,Dean B.,J R Soc Interface. 2013 Jan 6;10(78):20120570. doi: 10.1098/rsif.2012.0570. Epub 2012 Nov 8.,Dean B,J R Soc Interface,2013,10/5/12,PMC3565783,,10.1098/rsif.2012.0570
22815967,"Biologging, remotely-sensed oceanography and the continuous plankton recorder reveal the environmental determinants of a seabird wintering hotspot","Fort J, Beaugrand G, Grémillet D, Phillips RA.",PLoS One. 2012;7(7):e41194. doi: 10.1371/journal.pone.0041194. Epub 2012 Jul 18.,Fort J,PLoS One,2012,7/21/12,PMC3399871,,10.1371/journal.pone.0041194
17633190,[Utilization of different carbon sources types in biolog-GN microplates by soil microbial communities from four forest types],"Zheng H, Chen FL, Ouyang ZY, Fang ZG, Wang XK, Miao H.",Huan Jing Ke Xue. 2007 May;28(5):1126-30.,Zheng H,Huan Jing Ke Xue,2007,7/18/07,,,
15865153,Isolation and characterization of phenanthrene-degrading Sphingomonas paucimobilis strain ZX4,"Xia Y, Min H, Rao G, Lv ZM, Liu J, Ye YF, Duan XJ.",Biodegradation. 2005 Oct;16(5):393-402. doi: 10.1007/s10532-004-2412-7.,Xia Y,Biodegradation,2005,5/4/05,,,10.1007/s10532-004-2412-7
19719694,Influence of depth and sampling time on bacterial community structure in an upland grassland soil,"Griffiths RI, Whiteley AS, O'Donnell AG, Bailey MJ.",FEMS Microbiol Ecol. 2003 Feb 1;43(1):35-43. doi: 10.1111/j.1574-6941.2003.tb01043.x.,Griffiths RI,FEMS Microbiol Ecol,2003,9/2/09,,,10.1111/j.1574-6941.2003.tb01043.x
36462849,Low-cost thermoregulation of wild sloths revealed by heart rate and temperature loggers,"Muramatsu D, Vidal LV, Costa ER, Yoda K, Yabe T, Gordo M.",J Therm Biol. 2022 Dec;110:103387. doi: 10.1016/j.jtherbio.2022.103387. Epub 2022 Nov 11.,Muramatsu D,J Therm Biol,2022,12/3/22,,,10.1016/j.jtherbio.2022.103387
36440309,"Variety in responses of wintering oystercatchers Haematopus ostralegus to near-collapse of their prey in the Exe Estuary, UK","Morten JM, Burrell RA, Frayling TD, Hoodless AN, Thurston W, Hawkes LA.",Ecol Evol. 2022 Nov 22;12(11):e9526. doi: 10.1002/ece3.9526. eCollection 2022 Nov.,Morten JM,Ecol Evol,2022,11/28/22,PMC9682212,,10.1002/ece3.9526
36288345,Assessing the accuracy of altitude estimates in avian biologging devices,"Lato KA, Stepanuk JEF, Heywood EI, Conners MG, Thorne LH.",PLoS One. 2022 Oct 26;17(10):e0276098. doi: 10.1371/journal.pone.0276098. eCollection 2022.,Lato KA,PLoS One,2022,10/26/22,PMC9605028,,10.1371/journal.pone.0276098
36213207,An implantable neurophysiology platform: Broadening research capabilities in free-living and non-traditional animals,"Gaidica M, Dantzer B.",Front Neural Circuits. 2022 Sep 23;16:940989. doi: 10.3389/fncir.2022.940989. eCollection 2022.,Gaidica M,Front Neural Circuits,2022,10/10/22,PMC9537467,,10.3389/fncir.2022.940989
36202270,"Spatial variations in winter Hg contamination affect egg volume in an Arctic seabird, the great skua (Stercorarius skua)","Albert C, Strøm H, Helgason HH, Bråthen VS, Gudmundsson FT, Bustamante P, Fort J.",Environ Pollut. 2022 Dec 1;314:120322. doi: 10.1016/j.envpol.2022.120322. Epub 2022 Oct 3.,Albert C,Environ Pollut,2022,10/6/22,,,10.1016/j.envpol.2022.120322
36194636,Pelagic seabirds reduce risk by flying into the eye of the storm,"Lempidakis E, Shepard ELC, Ross AN, Matsumoto S, Koyama S, Takeuchi I, Yoda K.",Proc Natl Acad Sci U S A. 2022 Oct 11;119(41):e2212925119. doi: 10.1073/pnas.2212925119. Epub 2022 Oct 4.,Lempidakis E,Proc Natl Acad Sci U S A,2022,10/4/22,PMC9565516,,10.1073/pnas.2212925119
35709917,Blood mercury concentrations in four sympatric gull species from South Western France: Insights from stable isotopes and biologging,"Jouanneau W, Sebastiano M, Rozen-Rechels D, Harris SM, Blévin P, Angelier F, Brischoux F, Gernigon J, Lemesle JC, Robin F, Cherel Y, Bustamante P, Chastel O.",Environ Pollut. 2022 Sep 1;308:119619. doi: 10.1016/j.envpol.2022.119619. Epub 2022 Jun 13.,Jouanneau W,Environ Pollut,2022,6/16/22,,,10.1016/j.envpol.2022.119619
35365676,A biologging database of juvenile white sharks from the northeast Pacific,"O'Sullivan J, Lowe CG, Sosa-Nishizaki O, Jorgensen SJ, Anderson JM, Farrugia TJ, García-Rodríguez E, Lyons K, McKinzie MK, Oñate-González EC, Weng K, White CF, Winkler C, Van Houtan KS.",Sci Data. 2022 Apr 1;9(1):142. doi: 10.1038/s41597-022-01235-3.,O'Sullivan J,Sci Data,2022,4/2/22,PMC8976051,,10.1038/s41597-022-01235-3
35317626,Social dynamics and individual hunting tactics of white sharks revealed by biologging,"Papastamatiou YP, Mourier J, TinHan T, Luongo S, Hosoki S, Santana-Morales O, Hoyos-Padilla M.",Biol Lett. 2022 Mar;18(3):20210599. doi: 10.1098/rsbl.2021.0599. Epub 2022 Mar 23.,Papastamatiou YP,Biol Lett,2022,3/23/22,PMC8941395,,10.1098/rsbl.2021.0599
35220839,Corneal opacity in Northern Bald Ibises (Geronticus eremita) equipped with radio transmitters,Balmori A.,Electromagn Biol Med. 2022 Apr 3;41(2):174-176. doi: 10.1080/15368378.2022.2046046. Epub 2022 Feb 27.,Balmori A,Electromagn Biol Med,2022,2/28/22,,,10.1080/15368378.2022.2046046
35167975,"Impairment of branchial and coronary blood flow reduces reproductive fitness, but not cardiac performance in paternal smallmouth bass (Micropterus dolomieu)","Ekström A, Prystay TS, Abrams AEI, Carbajal A, Holder PE, Zolderdo AJ, Sandblom E, Cooke SJ.",Comp Biochem Physiol A Mol Integr Physiol. 2022 May;267:111165. doi: 10.1016/j.cbpa.2022.111165. Epub 2022 Feb 12.,Ekström A,Comp Biochem Physiol A Mol Integr Physiol,2022,2/15/22,,,10.1016/j.cbpa.2022.111165
35154643,Classifying behavior from short-interval biologging data: An example with GPS tracking of birds,"Bergen S, Huso MM, Duerr AE, Braham MA, Katzner TE, Schmuecker S, Miller TA.",Ecol Evol. 2022 Feb 7;12(2):e08395. doi: 10.1002/ece3.8395. eCollection 2022 Feb.,Bergen S,Ecol Evol,2022,2/14/22,PMC8819645,,10.1002/ece3.8395
35019973,Resting costs too: the relative importance of active and resting energy expenditure in a sub-arctic seabird,"Tremblay F, Whelan S, Choy ES, Hatch SA, Elliott KH.",J Exp Biol. 2022 Feb 15;225(4):jeb243548. doi: 10.1242/jeb.243548. Epub 2022 Feb 16.,Tremblay F,J Exp Biol,2022,1/12/22,PMC8920031,,10.1242/jeb.243548
35015295,Straightforward upriver migration to spawning sites by chum salmon Oncorhynchus keta homing to coastal short rivers in the Sanriku region,"Nobata S, Sato K, Houki S, Ito M, Aoki Y, Kitagawa T, Hyodo S.",J Fish Biol. 2022 Mar;100(3):748-757. doi: 10.1111/jfb.14990. Epub 2022 Jan 23.,Nobata S,J Fish Biol,2022,1/11/22,,,10.1111/jfb.14990
34982510,"Extending the biologging revolution to amphibians: Implantation, extraction, and validation of miniature temperature loggers","Reider KE, Zerger M, Whiteman HH.",J Exp Zool A Ecol Integr Physiol. 2022 Apr;337(4):403-411. doi: 10.1002/jez.2575. Epub 2022 Jan 4.,Reider KE,J Exp Zool A Ecol Integr Physiol,2022,1/4/22,,,10.1002/jez.2575
34938460,Great tits do not compensate over time for a radio-tag-induced reduction in escape-flight performance,"Tomotani BM, Muijres FT, Johnston B, van der Jeugd HP, Naguib M.",Ecol Evol. 2021 Nov 12;11(23):16600-16617. doi: 10.1002/ece3.8240. eCollection 2021 Dec.,Tomotani BM,Ecol Evol,2021,12/23/21,PMC8668726,,10.1002/ece3.8240
34690418,Behavioral context of echolocation and prey-handling sounds produced by killer whales (Orcinus orca) during pursuit and capture of Pacific salmon (Oncorhynchus spp.),"Wright BM, Deecke VB, Ellis GM, Trites AW, Ford JKB.",Mar Mamm Sci. 2021 Oct;37(4):1428-1453. doi: 10.1111/mms.12836. Epub 2021 May 26.,Wright BM,Mar Mamm Sci,2021,10/25/21,PMC8519075,,10.1111/mms.12836
34320007,Basking shark sub-surface behaviour revealed by animal-towed cameras,"Rudd JL, Bartolomeu T, Dolton HR, Exeter OM, Kerry C, Hawkes LA, Henderson SM, Shirley M, Witt MJ.",PLoS One. 2021 Jul 28;16(7):e0253388. doi: 10.1371/journal.pone.0253388. eCollection 2021.,Rudd JL,PLoS One,2021,7/28/21,PMC8318306,,10.1371/journal.pone.0253388
34316368,Does hydrostatic pressure influence lumpfish (Cyclopterus lumpus) heart rate and its response to environmental challenges?,"Zrini ZA, Sandrelli RM, Gamperl AK.",Conserv Physiol. 2021 Jul 22;9(1):coab058. doi: 10.1093/conphys/coab058. eCollection 2021.,Zrini ZA,Conserv Physiol,2021,7/28/21,PMC8299717,,10.1093/conphys/coab058
34304289,Moving average and standard deviation thresholding (MAST): a novel algorithm for accurate R-wave detection in the murine electrocardiogram,"Domnik NJ, Torbey S, Seaborn GEJ, Fisher JT, Akl SG, Redfearn DP.",J Comp Physiol B. 2021 Nov;191(6):1071-1083. doi: 10.1007/s00360-021-01389-3. Epub 2021 Jul 25.,Domnik NJ,J Comp Physiol B,2021,7/25/21,,,10.1007/s00360-021-01389-3
34121465,A non-invasive system to measure heart rate in hard-shelled sea turtles: potential for field applications,"Sakamoto KQ, Miyayama M, Kinoshita C, Fukuoka T, Ishihara T, Sato K.",Philos Trans R Soc Lond B Biol Sci. 2021 Aug 2;376(1830):20200222. doi: 10.1098/rstb.2020.0222. Epub 2021 Jun 14.,Sakamoto KQ,Philos Trans R Soc Lond B Biol Sci,2021,6/14/21,PMC8200654,,10.1098/rstb.2020.0222
34099067,Limitations of using surrogates for behaviour classification of accelerometer data: refining methods using random forest models in Caprids,"Dickinson ER, Twining JP, Wilson R, Stephens PA, Westander J, Marks N, Scantlebury DM.",Mov Ecol. 2021 Jun 7;9(1):28. doi: 10.1186/s40462-021-00265-7.,Dickinson ER,Mov Ecol,2021,6/8/21,PMC8186069,,10.1186/s40462-021-00265-7
34035426,Mapping marine debris encountered by albatrosses tracked over oceanic waters,"Nishizawa B, Thiebot JB, Sato F, Tomita N, Yoda K, Yamashita R, Takada H, Watanuki Y.",Sci Rep. 2021 May 25;11(1):10944. doi: 10.1038/s41598-021-90417-x.,Nishizawa B,Sci Rep,2021,5/26/21,PMC8149674,,10.1038/s41598-021-90417-x
33977638,Efficient movement strategies mitigate the energetic cost of dispersal,"Klarevas-Irby JA, Wikelski M, Farine DR.",Ecol Lett. 2021 Jul;24(7):1432-1442. doi: 10.1111/ele.13763. Epub 2021 May 11.,Klarevas-Irby JA,Ecol Lett,2021,5/12/21,,,10.1111/ele.13763
33806662,Remote Recognition of Moving Behaviors for Captive Harbor Seals Using a Smart-Patch System via Bluetooth Communication,"Kim S, Jeong J, Seo SG, Im S, Lee WY, Jin SH.",Micromachines (Basel). 2021 Mar 4;12(3):267. doi: 10.3390/mi12030267.,Kim S,Micromachines (Basel),2021,4/3/21,PMC7999431,,10.3390/mi12030267
33722801,Validating accelerometry-derived proxies of energy expenditure using the doubly labelled water method in the smallest penguin species,"Sutton GJ, Botha JA, Speakman JR, Arnould JPY.",Biol Open. 2021 Apr 1;10(4):bio055475. doi: 10.1242/bio.055475.,Sutton GJ,Biol Open,2021,3/16/21,PMC8034874,,10.1242/bio.055475
33418052,The largest of August Krogh animals: Physiology and biomechanics of the blue whale revisited,"Goldbogen JA, Madsen PT.",Comp Biochem Physiol A Mol Integr Physiol. 2021 Apr;254:110894. doi: 10.1016/j.cbpa.2020.110894. Epub 2021 Jan 5.,Goldbogen JA,Comp Biochem Physiol A Mol Integr Physiol,2021,1/8/21,,,10.1016/j.cbpa.2020.110894
33144964,Foraging in a dynamic environment: Response of four sympatric sub-Antarctic albatross species to interannual environmental variability,"Carpenter-Kling T, Reisinger RR, Orgeret F, Connan M, Stevens KL, Ryan PG, Makhado A, Pistorius PA.",Ecol Evol. 2020 Sep 21;10(20):11277-11295. doi: 10.1002/ece3.6766. eCollection 2020 Oct.,Carpenter-Kling T,Ecol Evol,2020,11/4/20,PMC7593157,,10.1002/ece3.6766
33115921,Remoras pick where they stick on blue whales,"Flammang BE, Marras S, Anderson EJ, Lehmkuhl O, Mukherjee A, Cade DE, Beckert M, Nadler JH, Houzeaux G, Vázquez M, Amplo HE, Calambokidis J, Friedlaender AS, Goldbogen JA.",J Exp Biol. 2020 Oct 28;223(Pt 20):jeb226654. doi: 10.1242/jeb.226654.,Flammang BE,J Exp Biol,2020,10/29/20,,,10.1242/jeb.226654
33088572,Inferring an animal's environment through biologging: quantifying the environmental influence on animal movement,"Eikelboom JAJ, de Knegt HJ, Klaver M, van Langevelde F, van der Wal T, Prins HHT.",Mov Ecol. 2020 Oct 19;8:40. doi: 10.1186/s40462-020-00228-4. eCollection 2020.,Eikelboom JAJ,Mov Ecol,2020,10/22/20,PMC7574229,,10.1186/s40462-020-00228-4
33052856,MultiSegVA: Using Visual Analytics to Segment Biologging Time Series on Multiple Scales,"Meschenmoser P, Buchmuller JF, Seebacher D, Wikelski M, Keim DA.",IEEE Trans Vis Comput Graph. 2021 Feb;27(2):1623-1633. doi: 10.1109/TVCG.2020.3030386. Epub 2021 Jan 28.,Meschenmoser P,IEEE Trans Vis Comput Graph,2021,10/14/20,,,10.1109/TVCG.2020.3030386
32929167,Short-term behavioural impact contrasts with long-term fitness consequences of biologging in a long-lived seabird,"Gillies N, Fayet AL, Padget O, Syposz M, Wynn J, Bond S, Evry J, Kirk H, Shoji A, Dean B, Freeman R, Guilford T.",Sci Rep. 2020 Sep 14;10(1):15056. doi: 10.1038/s41598-020-72199-w.,Gillies N,Sci Rep,2020,9/15/20,PMC7490266,,10.1038/s41598-020-72199-w
32905351,Foraging movements of breeding Kelp Gulls in South Africa,"Reusch K, Suárez N, Ryan PG, Pichegru L.",Mov Ecol. 2020 Sep 3;8:36. doi: 10.1186/s40462-020-00221-x. eCollection 2020.,Reusch K,Mov Ecol,2020,9/9/20,PMC7469291,,10.1186/s40462-020-00221-x
32811318,"Decadal changes in blood δ(13)C values, at-sea distribution, and weaning mass of southern elephant seals from Kerguelen Islands","Mestre J, Authier M, Cherel Y, Harcourt R, McMahon CR, Hindell MA, Charrassin JB, Guinet C.",Proc Biol Sci. 2020 Aug 26;287(1933):20201544. doi: 10.1098/rspb.2020.1544. Epub 2020 Aug 19.,Mestre J,Proc Biol Sci,2020,8/20/20,PMC7482287,,10.1098/rspb.2020.1544
32778565,Heat and water loss versus shelter: a dilemma in thermoregulatory decision making for a retreat-dwelling nocturnal gecko,"Chukwuka CO, Monks JM, Cree A.",J Exp Biol. 2020 Oct 19;223(Pt 20):jeb231241. doi: 10.1242/jeb.231241.,Chukwuka CO,J Exp Biol,2020,8/12/20,,,10.1242/jeb.231241
32557603,Sex-specific effects of wind on the flight decisions of a sexually dimorphic soaring bird,"Clay TA, Joo R, Weimerskirch H, Phillips RA, den Ouden O, Basille M, Clusella-Trullas S, Assink JD, Patrick SC.",J Anim Ecol. 2020 Aug;89(8):1811-1823. doi: 10.1111/1365-2656.13267. Epub 2020 Jun 19.,Clay TA,J Anim Ecol,2020,6/20/20,,,10.1111/1365-2656.13267
32240158,Thinking small: Next-generation sensor networks close the size gap in vertebrate biologging,"Ripperger SP, Carter GG, Page RA, Duda N, Koelpin A, Weigel R, Hartmann M, Nowak T, Thielecke J, Schadhauser M, Robert J, Herbst S, Meyer-Wegener K, Wägemann P, Schröder-Preikschat W, Cassens B, Kapitza R, Dressler F, Mayer F.",PLoS Biol. 2020 Apr 2;18(4):e3000655. doi: 10.1371/journal.pbio.3000655. eCollection 2020 Apr.,Ripperger SP,PLoS Biol,2020,4/3/20,PMC7117662,,10.1371/journal.pbio.3000655
32181052,From a calf's perspective: humpback whale nursing behavior on two US feeding grounds,"Tackaberry JE, Cade DE, Goldbogen JA, Wiley DN, Friedlaender AS, Stimpert AK.",PeerJ. 2020 Mar 4;8:e8538. doi: 10.7717/peerj.8538. eCollection 2020.,Tackaberry JE,PeerJ,2020,3/18/20,PMC7060748,,10.7717/peerj.8538
32176713,"So far, so good… Similar fitness consequences and overall energetic costs for short and long-distance migrants in a seabird","Pelletier D, Seyer Y, Garthe S, Bonnefoi S, Phillips RA, Guillemette M.",PLoS One. 2020 Mar 16;15(3):e0230262. doi: 10.1371/journal.pone.0230262. eCollection 2020.,Pelletier D,PLoS One,2020,3/17/20,PMC7075593,,10.1371/journal.pone.0230262
31988130,Ocean sentinel albatrosses locate illegal vessels and provide the first estimate of the extent of nondeclared fishing,"Weimerskirch H, Collet J, Corbeau A, Pajot A, Hoarau F, Marteau C, Filippi D, Patrick SC.",Proc Natl Acad Sci U S A. 2020 Feb 11;117(6):3006-3014. doi: 10.1073/pnas.1915499117. Epub 2020 Jan 27.,Weimerskirch H,Proc Natl Acad Sci U S A,2020,1/29/20,PMC7022167,,10.1073/pnas.1915499117
31778207,A framework to estimate the likelihood of species interactions and behavioural responses using animal-borne acoustic telemetry transceivers and accelerometers,"Barkley AN, Broell F, Pettitt-Wade H, Watanabe YY, Marcoux M, Hussey NE.",J Anim Ecol. 2020 Jan;89(1):146-160. doi: 10.1111/1365-2656.13156.,Barkley AN,J Anim Ecol,2020,11/29/19,,,10.1111/1365-2656.13156
31601684,Tackling the Tibetan Plateau in a down suit: insights into thermoregulation by bar-headed geese during migration,"Parr N, Bishop CM, Batbayar N, Butler PJ, Chua B, Milsom WK, Scott GR, Hawkes LA.",J Exp Biol. 2019 Oct 10;222(Pt 19):jeb203695. doi: 10.1242/jeb.203695.,Parr N,J Exp Biol,2019,10/12/19,,,10.1242/jeb.203695
31539165,Identifying stationary phases in multivariate time series for highlighting behavioural modes and home range settlements,"Patin R, Etienne MP, Lebarbier E, Chamaillé-Jammes S, Benhamou S.",J Anim Ecol. 2020 Jan;89(1):44-56. doi: 10.1111/1365-2656.13105. Epub 2019 Oct 8.,Patin R,J Anim Ecol,2020,9/21/19,,,10.1111/1365-2656.13105
31380065,"Impacts of ""supermoon"" events on the physiology of a wild bird","Portugal SJ, White CR, Frappell PB, Green JA, Butler PJ.",Ecol Evol. 2019 Jun 25;9(14):7974-7984. doi: 10.1002/ece3.5311. eCollection 2019 Jul.,Portugal SJ,Ecol Evol,2019,8/6/19,PMC6662397,,10.1002/ece3.5311
31350429,Corridors best facilitate functional connectivity across a protected area network,"Stewart FEC, Darlington S, Volpe JP, McAdie M, Fisher JT.",Sci Rep. 2019 Jul 26;9(1):10852. doi: 10.1038/s41598-019-47067-x.,Stewart FEC,Sci Rep,2019,7/28/19,PMC6659697,,10.1038/s41598-019-47067-x
31240840,Leveraging multidimensional heterogeneity in resource selection to define movement tactics of animals,"Bastille-Rousseau G, Wittemyer G.",Ecol Lett. 2019 Sep;22(9):1417-1427. doi: 10.1111/ele.13327. Epub 2019 Jun 26.,Bastille-Rousseau G,Ecol Lett,2019,6/27/19,,,10.1111/ele.13327
31110769,"Effects of sound exposure from a seismic airgun on heart rate, acceleration and depth use in free-swimming Atlantic cod and saithe","Davidsen JG, Dong H, Linné M, Andersson MH, Piper A, Prystay TS, Hvam EB, Thorstad EB, Whoriskey F, Cooke SJ, Sjursen AD, Rønning L, Netland TC, Hawkins AD.",Conserv Physiol. 2019 May 16;7(1):coz020. doi: 10.1093/conphys/coz020. eCollection 2019.,Davidsen JG,Conserv Physiol,2019,5/22/19,PMC6521782,,10.1093/conphys/coz020
30224976,Behaviourally mediated predation avoidance in penguin prey: in situ evidence from animal-borne camera loggers,"Handley JM, Thiebault A, Stanworth A, Schutt D, Pistorius P.",R Soc Open Sci. 2018 Aug 22;5(8):171449. doi: 10.1098/rsos.171449. eCollection 2018 Aug.,Handley JM,R Soc Open Sci,2018,9/19/18,PMC6124084,,10.1098/rsos.171449
29717229,Dietary divergence is associated with increased intra-specific competition in a marine predator,"Ratcliffe N, Adlard S, Stowasser G, McGill R.",Sci Rep. 2018 May 1;8(1):6827. doi: 10.1038/s41598-018-25318-7.,Ratcliffe N,Sci Rep,2018,5/3/18,PMC5931528,,10.1038/s41598-018-25318-7
29444848,A miniaturized threshold-triggered acceleration data-logger for recording burst movements of aquatic animals,"Nishiumi N, Matsuo A, Kawabe R, Payne N, Huveneers C, Watanabe YY, Kawabata Y.",J Exp Biol. 2018 Mar 19;221(Pt 6):jeb172346. doi: 10.1242/jeb.172346.,Nishiumi N,J Exp Biol,2018,2/16/18,,,10.1242/jeb.172346
29191861,Determining forward speed from accelerometer jiggle in aquatic environments,"Cade DE, Barr KR, Calambokidis J, Friedlaender AS, Goldbogen JA.",J Exp Biol. 2018 Jan 25;221(Pt 2):jeb170449. doi: 10.1242/jeb.170449.,Cade DE,J Exp Biol,2018,12/2/17,,,10.1242/jeb.170449
29023720,A field test of the use of pop-off data storage tags in freshwater fishes,"Raby GD, Johnson TB, Kessel ST, Stewart TJ, Fisk AT.",J Fish Biol. 2017 Dec;91(6):1623-1641. doi: 10.1111/jfb.13476. Epub 2017 Oct 12.,Raby GD,J Fish Biol,2017,10/13/17,,,10.1111/jfb.13476
28892192,Estimating activity of Japanese macaques (Macaca fuscata) using accelerometers,"Sha JCM, Kaneko A, Suda-Hashimoto N, He T, Take M, Zhang P, Hanya G.",Am J Primatol. 2017 Oct;79(10). doi: 10.1002/ajp.22694. Epub 2017 Sep 11.,Sha JCM,Am J Primatol,2017,9/12/17,,,10.1002/ajp.22694
28508130,"Atmospheric conditions create freeways, detours and tailbacks for migrating birds","Shamoun-Baranes J, Liechti F, Vansteelant WMG.",J Comp Physiol A Neuroethol Sens Neural Behav Physiol. 2017 Jul;203(6-7):509-529. doi: 10.1007/s00359-017-1181-9. Epub 2017 May 15.,Shamoun-Baranes J,J Comp Physiol A Neuroethol Sens Neural Behav Physiol,2017,5/17/17,PMC5522504,,10.1007/s00359-017-1181-9
28405270,Group foraging in Socotra cormorants: A biologging approach to the study of a complex behavior,"Cook TR, Gubiani R, Ryan PG, Muzaffar SB.",Ecol Evol. 2017 Feb 26;7(7):2025-2038. doi: 10.1002/ece3.2750. eCollection 2017 Apr.,Cook TR,Ecol Evol,2017,4/14/17,PMC5383476,,10.1002/ece3.2750
28343237,Actogram analysis of free-flying migratory birds: new perspectives based on acceleration logging,"Bäckman J, Andersson A, Pedersen L, Sjöberg S, Tøttrup AP, Alerstam T.",J Comp Physiol A Neuroethol Sens Neural Behav Physiol. 2017 Jul;203(6-7):543-564. doi: 10.1007/s00359-017-1165-9. Epub 2017 Mar 25.,Bäckman J,J Comp Physiol A Neuroethol Sens Neural Behav Physiol,2017,3/27/17,PMC5522517,,10.1007/s00359-017-1165-9
28223481,Sustained disruption of narwhal habitat use and behavior in the presence of Arctic killer whales,"Breed GA, Matthews CJ, Marcoux M, Higdon JW, LeBlanc B, Petersen SD, Orr J, Reinhart NR, Ferguson SH.",Proc Natl Acad Sci U S A. 2017 Mar 7;114(10):2628-2633. doi: 10.1073/pnas.1611707114. Epub 2017 Feb 21.,Breed GA,Proc Natl Acad Sci U S A,2017,2/23/17,PMC5347589,,10.1073/pnas.1611707114
28116055,The development of an intermediate-duration tag to characterize the diving behavior of large whales,"Mate BR, Irvine LM, Palacios DM.",Ecol Evol. 2016 Dec 20;7(2):585-595. doi: 10.1002/ece3.2649. eCollection 2017 Jan.,Mate BR,Ecol Evol,2016,1/25/17,PMC5243192,,10.1002/ece3.2649
27891228,A probabilistic algorithm to process geolocation data,"Merkel B, Phillips RA, Descamps S, Yoccoz NG, Moe B, Strøm H.",Mov Ecol. 2016 Nov 18;4:26. doi: 10.1186/s40462-016-0091-8. eCollection 2016.,Merkel B,Mov Ecol,2016,11/29/16,PMC5116194,,10.1186/s40462-016-0091-8
27531154,Seabird diversity hotspot linked to ocean productivity in the Canary Current Large Marine Ecosystem,"Grecian WJ, Witt MJ, Attrill MJ, Bearhop S, Becker PH, Egevang C, Furness RW, Godley BJ, González-Solís J, Grémillet D, Kopp M, Lescroël A, Matthiopoulos J, Patrick SC, Peter HU, Phillips RA, Stenhouse IJ, Votier SC.",Biol Lett. 2016 Aug;12(8):20160024. doi: 10.1098/rsbl.2016.0024.,Grecian WJ,Biol Lett,2016,8/18/16,PMC5014014,,10.1098/rsbl.2016.0024
27285467,"Averaged Propulsive Body Acceleration (APBA) Can Be Calculated from Biologging Tags That Incorporate Gyroscopes and Accelerometers to Estimate Swimming Speed, Hydrodynamic Drag and Energy Expenditure for Steller Sea Lions","Ware C, Trites AW, Rosen DA, Potvin J.",PLoS One. 2016 Jun 10;11(6):e0157326. doi: 10.1371/journal.pone.0157326. eCollection 2016.,Ware C,PLoS One,2016,6/11/16,PMC4902303,,10.1371/journal.pone.0157326
27207638,Tracking the kinematics of caudal-oscillatory swimming: a comparison of two on-animal sensing methods,"Martín López LM, Aguilar de Soto N, Miller P, Johnson M.",J Exp Biol. 2016 Jul 15;219(Pt 14):2103-9. doi: 10.1242/jeb.136242. Epub 2016 May 19.,Martín López LM,J Exp Biol,2016,5/22/16,,,10.1242/jeb.136242
27069659,"Feet, heat and scallops: what is the cost of anthropogenic disturbance in bivalve aquaculture?","Robson AA, Halsey LG, Chauvaud L.",R Soc Open Sci. 2016 Mar 9;3(3):150679. doi: 10.1098/rsos.150679. eCollection 2016 Mar.,Robson AA,R Soc Open Sci,2016,4/13/16,PMC4821270,,10.1098/rsos.150679
26724197,Microchip transponder thermometry for monitoring core body temperature of antelope during capture,"Rey B, Fuller A, Hetem RS, Lease HM, Mitchell D, Meyer LCR.",J Therm Biol. 2016 Jan;55:47-53. doi: 10.1016/j.jtherbio.2015.11.010. Epub 2015 Dec 3.,Rey B,J Therm Biol,2016,1/3/16,,,10.1016/j.jtherbio.2015.11.010
26640661,Unmanned Aircraft Systems complement biologging in spatial ecology studies,"Mulero-Pázmány M, Barasona JÁ, Acevedo P, Vicente J, Negro JJ.",Ecol Evol. 2015 Oct 8;5(21):4808-18. doi: 10.1002/ece3.1744. eCollection 2015 Nov.,Mulero-Pázmány M,Ecol Evol,2015,12/8/15,PMC4662332,,10.1002/ece3.1744
26590461,Seasonal thermal ecology of adult walleye (Sander vitreus) in Lake Huron and Lake Erie,"Peat TB, Hayden TA, Gutowsky LF, Vandergoot CS, Fielder DG, Madenjian CP, Murchie KJ, Dettmers JM, Krueger CC, Cooke SJ.",J Therm Biol. 2015 Oct;53:98-106. doi: 10.1016/j.jtherbio.2015.08.009. Epub 2015 Aug 17.,Peat TB,J Therm Biol,2015,11/23/15,,,10.1016/j.jtherbio.2015.08.009
